THIS IS AN INSTANCE FOR THE TWO-ECHELON PRODUCTION ROUTING PROBLEM
THIS INSTANCE INCLUDES ONE PRODUCTION PLANT, 2 WAREHOUSES, AND 15 CUSTOMERS.
THIS INSTANCE HAS 6 PERIODS, 1 VEHICLES AT THE PRODUCTION PLANT, AND 1 VEHICLES AT EACH WAREHOUSE.
PLANT VEHICLE CAPACITY: 1260.0
WAREHOUSE VEHICLE CAPACITY: 504.0
PRODUCTION_PLANT, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, UNIT_PRODUCTION_COST, SETUP_COST, PRODUCTION_CAPACITY
0, 57.0, 899.0, 0.0, 3.0, 231.0, 30.0, 3000.0, 462.0
WAREHOUSE, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY
1, 30.0, 527.0, 0.0, 4.0, 164.0
2, 346.0, 77.0, 0.0, 4.0, 194.0
CUSTOMER, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, DEMAND_AVG
3, 342.0, 301.0, 10.0, 7.0, 70.0, 10.0
4, 267.0, 171.0, 48.0, 6.0, 168.0, 24.0
5, 463.0, 375.0, 9.0, 6.0, 63.0, 9.0
6, 273.0, 465.0, 24.0, 8.0, 168.0, 24.0
7, 451.0, 311.0, 20.0, 8.0, 70.0, 10.0
8, 359.0, 144.0, 48.0, 10.0, 168.0, 24.0
9, 380.0, 231.0, 22.0, 9.0, 154.0, 22.0
10, 490.0, 913.0, 13.0, 9.0, 91.0, 13.0
11, 400.0, 790.0, 36.0, 7.0, 126.0, 18.0
12, 331.0, 573.0, 23.0, 10.0, 161.0, 23.0
13, 375.0, 667.0, 22.0, 9.0, 77.0, 11.0
14, 54.0, 921.0, 32.0, 9.0, 112.0, 16.0
15, 44.0, 979.0, 6.0, 9.0, 42.0, 6.0
16, 27.0, 265.0, 6.0, 8.0, 42.0, 6.0
17, 81.0, 391.0, 30.0, 9.0, 105.0, 15.0
