THIS IS AN INSTANCE FOR THE TWO-ECHELON PRODUCTION ROUTING PROBLEM
THIS INSTANCE INCLUDES ONE PRODUCTION PLANT, 3 WAREHOUSES, AND 10 CUSTOMERS.
THIS INSTANCE HAS 6 PERIODS, 1 VEHICLES AT THE PRODUCTION PLANT, AND 1 VEHICLES AT EACH WAREHOUSE.
PLANT VEHICLE CAPACITY: 570.0
WAREHOUSE VEHICLE CAPACITY: 228.0
PRODUCTION_PLANT, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, UNIT_PRODUCTION_COST, SETUP_COST, PRODUCTION_CAPACITY
0, 61.0, 958.0, 0.0, 3.0, 109.0, 30.0, 3000.0, 218.0
WAREHOUSE, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY
1, 318.0, 947.0, 0.0, 5.0, 70.0
2, 93.0, 170.0, 0.0, 3.0, 59.0
3, 465.0, 401.0, 0.0, 4.0, 72.0
CUSTOMER, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, DEMAND_AVG
4, 332.0, 233.0, 16.0, 10.0, 32.0, 8.0
5, 371.0, 497.0, 7.0, 6.0, 28.0, 7.0
6, 439.0, 433.0, 30.0, 10.0, 60.0, 15.0
7, 472.0, 156.0, 14.0, 10.0, 28.0, 7.0
8, 364.0, 296.0, 9.0, 9.0, 36.0, 9.0
9, 304.0, 961.0, 9.0, 7.0, 36.0, 9.0
10, 449.0, 635.0, 32.0, 7.0, 64.0, 16.0
11, 458.0, 549.0, 20.0, 10.0, 40.0, 10.0
12, 125.0, 661.0, 19.0, 6.0, 76.0, 19.0
13, 145.0, 140.0, 9.0, 10.0, 36.0, 9.0
