THIS IS AN INSTANCE FOR THE TWO-ECHELON PRODUCTION ROUTING PROBLEM
THIS INSTANCE INCLUDES ONE PRODUCTION PLANT, 3 WAREHOUSES, AND 25 CUSTOMERS.
THIS INSTANCE HAS 3 PERIODS, 1 VEHICLES AT THE PRODUCTION PLANT, AND 1 VEHICLES AT EACH WAREHOUSE.
PLANT VEHICLE CAPACITY: 1967.0
WAREHOUSE VEHICLE CAPACITY: 787.0
PRODUCTION_PLANT, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, UNIT_PRODUCTION_COST, SETUP_COST, PRODUCTION_CAPACITY
0, 91.0, 955.0, 0.0, 3.0, 400.0, 30.0, 3000.0, 800.0
WAREHOUSE, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY
1, 337.0, 931.0, 0.0, 3.0, 247.0
2, 84.0, 808.0, 0.0, 5.0, 247.0
3, 448.0, 297.0, 0.0, 6.0, 247.0
CUSTOMER, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, DEMAND_AVG
4, 441.0, 457.0, 44.0, 9.0, 154.0, 22.0
5, 394.0, 82.0, 30.0, 9.0, 105.0, 15.0
6, 466.0, 153.0, 19.0, 8.0, 133.0, 19.0
7, 373.0, 24.0, 50.0, 6.0, 175.0, 25.0
8, 372.0, 339.0, 13.0, 8.0, 91.0, 13.0
9, 430.0, 230.0, 24.0, 8.0, 168.0, 24.0
10, 319.0, 487.0, 26.0, 7.0, 91.0, 13.0
11, 317.0, 17.0, 16.0, 7.0, 56.0, 8.0
12, 468.0, 19.0, 23.0, 9.0, 161.0, 23.0
13, 314.0, 14.0, 24.0, 7.0, 84.0, 12.0
14, 413.0, 21.0, 32.0, 8.0, 112.0, 16.0
15, 497.0, 241.0, 25.0, 7.0, 175.0, 25.0
16, 394.0, 676.0, 18.0, 7.0, 126.0, 18.0
17, 310.0, 950.0, 12.0, 9.0, 42.0, 6.0
18, 275.0, 857.0, 36.0, 6.0, 126.0, 18.0
19, 361.0, 600.0, 42.0, 7.0, 147.0, 21.0
20, 410.0, 971.0, 10.0, 8.0, 35.0, 5.0
21, 453.0, 596.0, 15.0, 7.0, 105.0, 15.0
22, 405.0, 835.0, 16.0, 8.0, 56.0, 8.0
23, 166.0, 838.0, 32.0, 9.0, 112.0, 16.0
24, 84.0, 722.0, 10.0, 6.0, 70.0, 10.0
25, 56.0, 962.0, 20.0, 8.0, 140.0, 20.0
26, 53.0, 227.0, 26.0, 8.0, 91.0, 13.0
27, 77.0, 202.0, 38.0, 6.0, 133.0, 19.0
28, 163.0, 180.0, 32.0, 9.0, 112.0, 16.0
