THIS IS AN INSTANCE FOR THE TWO-ECHELON PRODUCTION ROUTING PROBLEM
THIS INSTANCE INCLUDES ONE PRODUCTION PLANT, 4 WAREHOUSES, AND 10 CUSTOMERS.
THIS INSTANCE HAS 3 PERIODS, 1 VEHICLES AT THE PRODUCTION PLANT, AND 1 VEHICLES AT EACH WAREHOUSE.
PLANT VEHICLE CAPACITY: 1260.0
WAREHOUSE VEHICLE CAPACITY: 504.0
PRODUCTION_PLANT, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, UNIT_PRODUCTION_COST, SETUP_COST, PRODUCTION_CAPACITY
0, 43.0, 892.0, 0.0, 3.0, 155.0, 30.0, 3000.0, 310.0
WAREHOUSE, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY
1, 350.0, 919.0, 0.0, 5.0, 76.0
2, 148.0, 916.0, 0.0, 5.0, 76.0
3, 160.0, 71.0, 0.0, 5.0, 76.0
4, 342.0, 73.0, 0.0, 5.0, 76.0
CUSTOMER, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, DEMAND_AVG
5, 422.0, 322.0, 5.0, 10.0, 35.0, 5.0
6, 339.0, 75.0, 12.0, 9.0, 84.0, 12.0
7, 287.0, 234.0, 36.0, 8.0, 126.0, 18.0
8, 432.0, 489.0, 40.0, 10.0, 140.0, 20.0
9, 289.0, 350.0, 24.0, 10.0, 168.0, 24.0
10, 430.0, 612.0, 36.0, 7.0, 126.0, 18.0
11, 447.0, 925.0, 23.0, 10.0, 161.0, 23.0
12, 253.0, 952.0, 18.0, 7.0, 63.0, 9.0
13, 216.0, 872.0, 18.0, 9.0, 63.0, 9.0
14, 151.0, 160.0, 17.0, 6.0, 119.0, 17.0
