THIS IS AN INSTANCE FOR THE TWO-ECHELON PRODUCTION ROUTING PROBLEM
THIS INSTANCE INCLUDES ONE PRODUCTION PLANT, 2 WAREHOUSES, AND 30 CUSTOMERS.
THIS INSTANCE HAS 3 PERIODS, 1 VEHICLES AT THE PRODUCTION PLANT, AND 1 VEHICLES AT EACH WAREHOUSE.
PLANT VEHICLE CAPACITY: 1440.0
WAREHOUSE VEHICLE CAPACITY: 576.0
PRODUCTION_PLANT, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, UNIT_PRODUCTION_COST, SETUP_COST, PRODUCTION_CAPACITY
0, 36.0, 903.0, 0.0, 3.0, 440.0, 30.0, 3000.0, 880.0
WAREHOUSE, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY
1, 133.0, 897.0, 0.0, 5.0, 340.0
2, 37.0, 379.0, 0.0, 5.0, 347.0
CUSTOMER, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, DEMAND_AVG
3, 314.0, 319.0, 16.0, 8.0, 32.0, 8.0
4, 399.0, 21.0, 30.0, 7.0, 60.0, 15.0
5, 471.0, 174.0, 24.0, 8.0, 96.0, 24.0
6, 444.0, 100.0, 40.0, 10.0, 80.0, 20.0
7, 318.0, 134.0, 7.0, 8.0, 28.0, 7.0
8, 439.0, 316.0, 32.0, 9.0, 64.0, 16.0
9, 252.0, 38.0, 24.0, 8.0, 48.0, 12.0
10, 460.0, 156.0, 30.0, 8.0, 60.0, 15.0
11, 324.0, 15.0, 5.0, 8.0, 20.0, 5.0
12, 364.0, 4.0, 16.0, 6.0, 32.0, 8.0
13, 252.0, 481.0, 36.0, 9.0, 72.0, 18.0
14, 297.0, 250.0, 42.0, 9.0, 84.0, 21.0
15, 334.0, 277.0, 34.0, 7.0, 68.0, 17.0
16, 364.0, 492.0, 10.0, 7.0, 40.0, 10.0
17, 258.0, 294.0, 12.0, 8.0, 48.0, 12.0
18, 470.0, 740.0, 8.0, 7.0, 32.0, 8.0
19, 350.0, 731.0, 38.0, 6.0, 76.0, 19.0
20, 464.0, 732.0, 38.0, 9.0, 76.0, 19.0
21, 335.0, 540.0, 16.0, 6.0, 64.0, 16.0
22, 304.0, 932.0, 6.0, 7.0, 24.0, 6.0
23, 259.0, 747.0, 34.0, 7.0, 68.0, 17.0
24, 492.0, 940.0, 21.0, 6.0, 84.0, 21.0
25, 476.0, 629.0, 38.0, 7.0, 76.0, 19.0
26, 300.0, 604.0, 12.0, 8.0, 24.0, 6.0
27, 52.0, 995.0, 21.0, 9.0, 84.0, 21.0
28, 56.0, 587.0, 18.0, 8.0, 72.0, 18.0
29, 7.0, 995.0, 48.0, 8.0, 96.0, 24.0
30, 71.0, 366.0, 16.0, 10.0, 64.0, 16.0
31, 239.0, 193.0, 14.0, 9.0, 56.0, 14.0
32, 140.0, 148.0, 8.0, 9.0, 32.0, 8.0
