THIS IS AN INSTANCE FOR THE TWO-ECHELON PRODUCTION ROUTING PROBLEM
THIS INSTANCE INCLUDES ONE PRODUCTION PLANT, 3 WAREHOUSES, AND 20 CUSTOMERS.
THIS INSTANCE HAS 6 PERIODS, 2 VEHICLES AT THE PRODUCTION PLANT, AND 2 VEHICLES AT EACH WAREHOUSE.
PLANT VEHICLE CAPACITY: 517.0
WAREHOUSE VEHICLE CAPACITY: 207.0
PRODUCTION_PLANT, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, UNIT_PRODUCTION_COST, SETUP_COST, PRODUCTION_CAPACITY
0, 60.0, 930.0, 0.0, 3.0, 288.0, 30.0, 3000.0, 576.0
WAREHOUSE, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY
1, 320.0, 946.0, 0.0, 4.0, 142.0
2, 34.0, 590.0, 0.0, 4.0, 148.0
3, 222.0, 34.0, 0.0, 5.0, 143.0
CUSTOMER, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, DEMAND_AVG
4, 433.0, 195.0, 9.0, 9.0, 36.0, 9.0
5, 275.0, 192.0, 42.0, 6.0, 84.0, 21.0
6, 281.0, 382.0, 21.0, 6.0, 84.0, 21.0
7, 429.0, 7.0, 7.0, 7.0, 28.0, 7.0
8, 385.0, 145.0, 21.0, 9.0, 84.0, 21.0
9, 411.0, 421.0, 17.0, 6.0, 68.0, 17.0
10, 499.0, 434.0, 23.0, 8.0, 92.0, 23.0
11, 371.0, 50.0, 10.0, 8.0, 20.0, 5.0
12, 330.0, 224.0, 15.0, 7.0, 60.0, 15.0
13, 442.0, 453.0, 5.0, 9.0, 20.0, 5.0
14, 347.0, 810.0, 20.0, 6.0, 40.0, 10.0
15, 296.0, 594.0, 12.0, 10.0, 48.0, 12.0
16, 383.0, 558.0, 8.0, 9.0, 32.0, 8.0
17, 284.0, 686.0, 16.0, 8.0, 64.0, 16.0
18, 474.0, 826.0, 38.0, 10.0, 76.0, 19.0
19, 439.0, 747.0, 38.0, 9.0, 76.0, 19.0
20, 3.0, 986.0, 6.0, 7.0, 24.0, 6.0
21, 119.0, 554.0, 13.0, 6.0, 52.0, 13.0
22, 140.0, 43.0, 19.0, 9.0, 76.0, 19.0
23, 28.0, 388.0, 22.0, 8.0, 88.0, 22.0
