THIS IS AN INSTANCE FOR THE TWO-ECHELON PRODUCTION ROUTING PROBLEM
THIS INSTANCE INCLUDES ONE PRODUCTION PLANT, 5 WAREHOUSES, AND 10 CUSTOMERS.
THIS INSTANCE HAS 3 PERIODS, 1 VEHICLES AT THE PRODUCTION PLANT, AND 1 VEHICLES AT EACH WAREHOUSE.
PLANT VEHICLE CAPACITY: 517.0
WAREHOUSE VEHICLE CAPACITY: 207.0
PRODUCTION_PLANT, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, UNIT_PRODUCTION_COST, SETUP_COST, PRODUCTION_CAPACITY
0, 60.0, 927.0, 0.0, 3.0, 144.0, 30.0, 3000.0, 288.0
WAREHOUSE, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY
1, 462.0, 625.0, 0.0, 5.0, 42.0
2, 76.0, 789.0, 0.0, 6.0, 42.0
3, 31.0, 448.0, 0.0, 5.0, 42.0
4, 252.0, 30.0, 0.0, 6.0, 42.0
5, 467.0, 423.0, 0.0, 3.0, 42.0
CUSTOMER, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, DEMAND_AVG
6, 310.0, 303.0, 40.0, 6.0, 60.0, 20.0
7, 304.0, 60.0, 7.0, 6.0, 21.0, 7.0
8, 391.0, 408.0, 14.0, 7.0, 21.0, 7.0
9, 356.0, 105.0, 6.0, 8.0, 18.0, 6.0
10, 377.0, 406.0, 12.0, 9.0, 36.0, 12.0
11, 484.0, 755.0, 46.0, 8.0, 69.0, 23.0
12, 474.0, 567.0, 20.0, 8.0, 60.0, 20.0
13, 371.0, 829.0, 21.0, 6.0, 63.0, 21.0
14, 192.0, 964.0, 11.0, 9.0, 33.0, 11.0
15, 150.0, 65.0, 34.0, 10.0, 51.0, 17.0
