THIS IS AN INSTANCE FOR THE TWO-ECHELON PRODUCTION ROUTING PROBLEM
THIS INSTANCE INCLUDES ONE PRODUCTION PLANT, 4 WAREHOUSES, AND 25 CUSTOMERS.
THIS INSTANCE HAS 3 PERIODS, 1 VEHICLES AT THE PRODUCTION PLANT, AND 1 VEHICLES AT EACH WAREHOUSE.
PLANT VEHICLE CAPACITY: 1125.0
WAREHOUSE VEHICLE CAPACITY: 450.0
PRODUCTION_PLANT, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, UNIT_PRODUCTION_COST, SETUP_COST, PRODUCTION_CAPACITY
0, 77.0, 885.0, 0.0, 3.0, 353.0, 30.0, 3000.0, 706.0
WAREHOUSE, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY
1, 439.0, 741.0, 0.0, 3.0, 158.0
2, 69.0, 767.0, 0.0, 4.0, 158.0
3, 31.0, 450.0, 0.0, 3.0, 158.0
4, 297.0, 41.0, 0.0, 3.0, 158.0
CUSTOMER, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, DEMAND_AVG
5, 423.0, 209.0, 48.0, 7.0, 96.0, 24.0
6, 313.0, 454.0, 9.0, 10.0, 36.0, 9.0
7, 449.0, 379.0, 19.0, 7.0, 76.0, 19.0
8, 290.0, 295.0, 38.0, 8.0, 76.0, 19.0
9, 462.0, 388.0, 17.0, 8.0, 68.0, 17.0
10, 430.0, 296.0, 18.0, 8.0, 36.0, 9.0
11, 273.0, 240.0, 42.0, 7.0, 84.0, 21.0
12, 391.0, 178.0, 21.0, 8.0, 84.0, 21.0
13, 303.0, 340.0, 9.0, 8.0, 36.0, 9.0
14, 282.0, 302.0, 11.0, 9.0, 44.0, 11.0
15, 336.0, 66.0, 24.0, 8.0, 48.0, 12.0
16, 415.0, 33.0, 19.0, 7.0, 76.0, 19.0
17, 336.0, 728.0, 14.0, 8.0, 56.0, 14.0
18, 339.0, 748.0, 20.0, 8.0, 40.0, 10.0
19, 435.0, 554.0, 8.0, 7.0, 32.0, 8.0
20, 367.0, 763.0, 25.0, 9.0, 100.0, 25.0
21, 262.0, 935.0, 38.0, 6.0, 76.0, 19.0
22, 490.0, 990.0, 9.0, 8.0, 36.0, 9.0
23, 366.0, 535.0, 7.0, 9.0, 28.0, 7.0
24, 247.0, 611.0, 18.0, 8.0, 36.0, 9.0
25, 190.0, 756.0, 6.0, 7.0, 24.0, 6.0
26, 71.0, 828.0, 14.0, 9.0, 56.0, 14.0
27, 40.0, 158.0, 15.0, 8.0, 60.0, 15.0
28, 219.0, 325.0, 30.0, 6.0, 60.0, 15.0
29, 3.0, 465.0, 12.0, 7.0, 48.0, 12.0
