ORIGINAL INSTANCE: ABS49_50_1
THIS IS AN INSTANCE FOR THE TWO ECHELON PRODUCTION ROUTING PROBLEM
THIS INSTANCE INCLUDES ONE PRODUCTION PLANT, 3 WAREHOUSES, AND 30 RETAILERS.
THIS INSTANCE HAS 6 PERIODS, 1 VEHICLES AT THE PRODUCTION PLANT, AND 2 VEHICLES AT EACH WAREHOUSE.
PLANT VEHICLE CAPACITY: 937.0
WAREHOUSE VEHICLE CAPACITY: 207.0
PRODUCTION_PLANT, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, UNIT_PRODUCTION_COST, SETUP_COST, PRODUCTION_CAPACITY
0, 1385.0, 505.0, 88.0, 110.0, 464.0, 0.0, 22.0, 928.0
WAREHOUSE, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY
1, 1472.0, 364.0, 0.0, 6.0, 303.0
2, 48.0, 1748.0, 0.0, 6.0, 241.0
3, 65.0, 428.0, 0.0, 6.0, 375.0
RETAILER, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, DEMAND_AVG
4, 1560.0, 2250.0, 42.0, 9.0, 63.0, 21.0
5, 2105.0, 1065.0, 95.0, 6.0, 114.0, 19.0
6, 395.0, 355.0, 38.0, 6.0, 57.0, 19.0
7, 530.0, 2365.0, 10.0, 8.0, 15.0, 5.0
8, 1785.0, 1025.0, 22.0, 8.0, 44.0, 22.0
9, 325.0, 325.0, 75.0, 6.0, 90.0, 15.0
10, 225.0, 2210.0, 14.0, 7.0, 28.0, 14.0
11, 685.0, 230.0, 24.0, 6.0, 30.0, 6.0
12, 5.0, 405.0, 38.0, 7.0, 57.0, 19.0
13, 1035.0, 175.0, 28.0, 8.0, 42.0, 14.0
14, 65.0, 910.0, 90.0, 8.0, 108.0, 18.0
15, 1770.0, 630.0, 72.0, 9.0, 90.0, 18.0
16, 2340.0, 335.0, 16.0, 9.0, 24.0, 8.0
17, 595.0, 1955.0, 115.0, 8.0, 138.0, 23.0
18, 450.0, 1135.0, 22.0, 6.0, 44.0, 22.0
19, 790.0, 870.0, 110.0, 8.0, 132.0, 22.0
20, 2215.0, 1130.0, 75.0, 7.0, 90.0, 15.0
21, 1630.0, 2020.0, 35.0, 8.0, 42.0, 7.0
22, 375.0, 2325.0, 14.0, 9.0, 28.0, 14.0
23, 1700.0, 1625.0, 24.0, 9.0, 48.0, 24.0
24, 960.0, 535.0, 36.0, 7.0, 45.0, 9.0
25, 965.0, 1695.0, 65.0, 6.0, 78.0, 13.0
26, 1245.0, 2270.0, 44.0, 8.0, 55.0, 11.0
27, 365.0, 625.0, 60.0, 7.0, 75.0, 15.0
28, 1465.0, 2150.0, 88.0, 8.0, 110.0, 22.0
29, 2110.0, 1175.0, 65.0, 9.0, 78.0, 13.0
30, 1475.0, 1260.0, 70.0, 9.0, 84.0, 14.0
31, 2385.0, 1500.0, 21.0, 7.0, 42.0, 21.0
32, 1390.0, 2040.0, 24.0, 6.0, 36.0, 12.0
33, 370.0, 1885.0, 18.0, 9.0, 27.0, 9.0
