THIS IS AN INSTANCE FOR THE TWO-ECHELON PRODUCTION ROUTING PROBLEM
THIS INSTANCE INCLUDES ONE PRODUCTION PLANT, 4 WAREHOUSES, AND 15 CUSTOMERS.
THIS INSTANCE HAS 3 PERIODS, 1 VEHICLES AT THE PRODUCTION PLANT, AND 1 VEHICLES AT EACH WAREHOUSE.
PLANT VEHICLE CAPACITY: 1260.0
WAREHOUSE VEHICLE CAPACITY: 504.0
PRODUCTION_PLANT, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, UNIT_PRODUCTION_COST, SETUP_COST, PRODUCTION_CAPACITY
0, 89.0, 932.0, 0.0, 3.0, 230.0, 30.0, 3000.0, 460.0
WAREHOUSE, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY
1, 470.0, 527.0, 0.0, 5.0, 114.0
2, 53.0, 708.0, 0.0, 4.0, 114.0
3, 88.0, 182.0, 0.0, 6.0, 114.0
4, 269.0, 32.0, 0.0, 3.0, 114.0
CUSTOMER, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, DEMAND_AVG
5, 364.0, 392.0, 42.0, 8.0, 147.0, 21.0
6, 472.0, 69.0, 28.0, 7.0, 98.0, 14.0
7, 398.0, 371.0, 10.0, 7.0, 35.0, 5.0
8, 320.0, 395.0, 48.0, 10.0, 168.0, 24.0
9, 372.0, 263.0, 18.0, 7.0, 63.0, 9.0
10, 427.0, 44.0, 11.0, 10.0, 77.0, 11.0
11, 473.0, 316.0, 19.0, 10.0, 133.0, 19.0
12, 419.0, 809.0, 38.0, 7.0, 133.0, 19.0
13, 268.0, 976.0, 16.0, 9.0, 112.0, 16.0
14, 293.0, 947.0, 14.0, 8.0, 98.0, 14.0
15, 318.0, 922.0, 22.0, 8.0, 77.0, 11.0
16, 187.0, 542.0, 21.0, 10.0, 147.0, 21.0
17, 196.0, 951.0, 38.0, 6.0, 133.0, 19.0
18, 48.0, 462.0, 38.0, 7.0, 133.0, 19.0
19, 16.0, 29.0, 8.0, 9.0, 56.0, 8.0
