THIS IS AN INSTANCE FOR THE TWO-ECHELON PRODUCTION ROUTING PROBLEM
THIS INSTANCE INCLUDES ONE PRODUCTION PLANT, 2 WAREHOUSES, AND 10 CUSTOMERS.
THIS INSTANCE HAS 6 PERIODS, 2 VEHICLES AT THE PRODUCTION PLANT, AND 2 VEHICLES AT EACH WAREHOUSE.
PLANT VEHICLE CAPACITY: 247.0
WAREHOUSE VEHICLE CAPACITY: 99.0
PRODUCTION_PLANT, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, UNIT_PRODUCTION_COST, SETUP_COST, PRODUCTION_CAPACITY
0, 56.0, 848.0, 0.0, 3.0, 140.0, 30.0, 3000.0, 280.0
WAREHOUSE, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY
1, 465.0, 599.0, 0.0, 4.0, 123.0
2, 188.0, 49.0, 0.0, 3.0, 122.0
CUSTOMER, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, DEMAND_AVG
3, 369.0, 317.0, 9.0, 9.0, 27.0, 9.0
4, 255.0, 435.0, 22.0, 6.0, 66.0, 22.0
5, 406.0, 113.0, 38.0, 7.0, 57.0, 19.0
6, 316.0, 133.0, 8.0, 8.0, 24.0, 8.0
7, 374.0, 82.0, 14.0, 7.0, 42.0, 14.0
8, 325.0, 831.0, 16.0, 7.0, 48.0, 16.0
9, 330.0, 613.0, 12.0, 9.0, 18.0, 6.0
10, 381.0, 827.0, 13.0, 8.0, 39.0, 13.0
11, 66.0, 913.0, 26.0, 6.0, 39.0, 13.0
12, 231.0, 293.0, 20.0, 7.0, 60.0, 20.0
