THIS IS AN INSTANCE FOR THE TWO-ECHELON PRODUCTION ROUTING PROBLEM
THIS INSTANCE INCLUDES ONE PRODUCTION PLANT, 3 WAREHOUSES, AND 25 CUSTOMERS.
THIS INSTANCE HAS 3 PERIODS, 1 VEHICLES AT THE PRODUCTION PLANT, AND 1 VEHICLES AT EACH WAREHOUSE.
PLANT VEHICLE CAPACITY: 842.0
WAREHOUSE VEHICLE CAPACITY: 337.0
PRODUCTION_PLANT, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, UNIT_PRODUCTION_COST, SETUP_COST, PRODUCTION_CAPACITY
0, 71.0, 826.0, 0.0, 3.0, 365.0, 30.0, 3000.0, 730.0
WAREHOUSE, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY
1, 435.0, 755.0, 0.0, 3.0, 223.0
2, 31.0, 450.0, 0.0, 5.0, 201.0
3, 408.0, 174.0, 0.0, 5.0, 224.0
CUSTOMER, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, DEMAND_AVG
4, 268.0, 45.0, 25.0, 10.0, 75.0, 25.0
5, 268.0, 281.0, 10.0, 6.0, 15.0, 5.0
6, 403.0, 159.0, 46.0, 7.0, 69.0, 23.0
7, 446.0, 462.0, 28.0, 7.0, 42.0, 14.0
8, 375.0, 442.0, 12.0, 9.0, 18.0, 6.0
9, 468.0, 225.0, 14.0, 9.0, 42.0, 14.0
10, 379.0, 354.0, 46.0, 9.0, 69.0, 23.0
11, 334.0, 423.0, 14.0, 10.0, 21.0, 7.0
12, 315.0, 227.0, 18.0, 8.0, 27.0, 9.0
13, 348.0, 473.0, 13.0, 8.0, 39.0, 13.0
14, 355.0, 109.0, 15.0, 8.0, 45.0, 15.0
15, 310.0, 160.0, 26.0, 7.0, 39.0, 13.0
16, 405.0, 842.0, 15.0, 10.0, 45.0, 15.0
17, 400.0, 734.0, 21.0, 9.0, 63.0, 21.0
18, 468.0, 931.0, 19.0, 9.0, 57.0, 19.0
19, 408.0, 768.0, 28.0, 9.0, 42.0, 14.0
20, 388.0, 811.0, 18.0, 10.0, 27.0, 9.0
21, 467.0, 566.0, 44.0, 7.0, 66.0, 22.0
22, 257.0, 605.0, 18.0, 9.0, 54.0, 18.0
23, 111.0, 615.0, 19.0, 7.0, 57.0, 19.0
24, 121.0, 857.0, 13.0, 10.0, 39.0, 13.0
25, 179.0, 767.0, 30.0, 8.0, 45.0, 15.0
26, 96.0, 294.0, 6.0, 7.0, 18.0, 6.0
27, 97.0, 309.0, 19.0, 7.0, 57.0, 19.0
28, 219.0, 327.0, 16.0, 7.0, 24.0, 8.0
