THIS IS AN INSTANCE FOR THE TWO-ECHELON PRODUCTION ROUTING PROBLEM
THIS INSTANCE INCLUDES ONE PRODUCTION PLANT, 2 WAREHOUSES, AND 20 CUSTOMERS.
THIS INSTANCE HAS 3 PERIODS, 1 VEHICLES AT THE PRODUCTION PLANT, AND 1 VEHICLES AT EACH WAREHOUSE.
PLANT VEHICLE CAPACITY: 742.0
WAREHOUSE VEHICLE CAPACITY: 297.0
PRODUCTION_PLANT, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, UNIT_PRODUCTION_COST, SETUP_COST, PRODUCTION_CAPACITY
0, 113.0, 874.0, 0.0, 3.0, 292.0, 30.0, 3000.0, 584.0
WAREHOUSE, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY
1, 84.0, 809.0, 0.0, 5.0, 278.0
2, 208.0, 38.0, 0.0, 6.0, 287.0
CUSTOMER, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, DEMAND_AVG
3, 298.0, 365.0, 15.0, 7.0, 45.0, 15.0
4, 463.0, 207.0, 7.0, 7.0, 21.0, 7.0
5, 257.0, 239.0, 17.0, 6.0, 51.0, 17.0
6, 254.0, 199.0, 24.0, 8.0, 36.0, 12.0
7, 365.0, 443.0, 42.0, 6.0, 63.0, 21.0
8, 452.0, 458.0, 36.0, 6.0, 54.0, 18.0
9, 462.0, 31.0, 16.0, 7.0, 48.0, 16.0
10, 412.0, 281.0, 12.0, 7.0, 36.0, 12.0
11, 239.0, 255.0, 26.0, 6.0, 39.0, 13.0
12, 256.0, 431.0, 36.0, 9.0, 54.0, 18.0
13, 450.0, 689.0, 18.0, 9.0, 27.0, 9.0
14, 448.0, 526.0, 24.0, 8.0, 36.0, 12.0
15, 350.0, 748.0, 22.0, 10.0, 33.0, 11.0
16, 452.0, 728.0, 28.0, 7.0, 42.0, 14.0
17, 265.0, 883.0, 30.0, 8.0, 45.0, 15.0
18, 248.0, 679.0, 19.0, 9.0, 57.0, 19.0
19, 205.0, 822.0, 19.0, 7.0, 57.0, 19.0
20, 195.0, 815.0, 22.0, 7.0, 66.0, 22.0
21, 57.0, 458.0, 22.0, 9.0, 33.0, 11.0
22, 203.0, 475.0, 11.0, 6.0, 33.0, 11.0
