THIS IS AN INSTANCE FOR THE TWO-ECHELON PRODUCTION ROUTING PROBLEM
THIS INSTANCE INCLUDES ONE PRODUCTION PLANT, 3 WAREHOUSES, AND 10 CUSTOMERS.
THIS INSTANCE HAS 3 PERIODS, 1 VEHICLES AT THE PRODUCTION PLANT, AND 1 VEHICLES AT EACH WAREHOUSE.
PLANT VEHICLE CAPACITY: 720.0
WAREHOUSE VEHICLE CAPACITY: 288.0
PRODUCTION_PLANT, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, UNIT_PRODUCTION_COST, SETUP_COST, PRODUCTION_CAPACITY
0, 40.0, 855.0, 0.0, 3.0, 139.0, 30.0, 3000.0, 278.0
WAREHOUSE, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY
1, 389.0, 864.0, 0.0, 3.0, 74.0
2, 76.0, 212.0, 0.0, 3.0, 73.0
3, 319.0, 53.0, 0.0, 4.0, 74.0
CUSTOMER, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, DEMAND_AVG
4, 272.0, 377.0, 14.0, 6.0, 28.0, 7.0
5, 451.0, 453.0, 18.0, 8.0, 36.0, 9.0
6, 239.0, 141.0, 48.0, 9.0, 96.0, 24.0
7, 317.0, 157.0, 24.0, 7.0, 48.0, 12.0
8, 246.0, 70.0, 18.0, 10.0, 36.0, 9.0
9, 456.0, 747.0, 20.0, 7.0, 80.0, 20.0
10, 318.0, 674.0, 38.0, 7.0, 76.0, 19.0
11, 243.0, 867.0, 17.0, 8.0, 68.0, 17.0
12, 47.0, 559.0, 16.0, 6.0, 32.0, 8.0
13, 75.0, 356.0, 14.0, 8.0, 56.0, 14.0
