THIS IS AN INSTANCE FOR THE TWO-ECHELON PRODUCTION ROUTING PROBLEM
THIS INSTANCE INCLUDES ONE PRODUCTION PLANT, 2 WAREHOUSES, AND 15 CUSTOMERS.
THIS INSTANCE HAS 3 PERIODS, 1 VEHICLES AT THE PRODUCTION PLANT, AND 1 VEHICLES AT EACH WAREHOUSE.
PLANT VEHICLE CAPACITY: 720.0
WAREHOUSE VEHICLE CAPACITY: 288.0
PRODUCTION_PLANT, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, UNIT_PRODUCTION_COST, SETUP_COST, PRODUCTION_CAPACITY
0, 104.0, 967.0, 0.0, 3.0, 219.0, 30.0, 3000.0, 438.0
WAREHOUSE, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY
1, 297.0, 959.0, 0.0, 3.0, 180.0
2, 145.0, 87.0, 0.0, 5.0, 217.0
CUSTOMER, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, DEMAND_AVG
3, 413.0, 310.0, 13.0, 9.0, 52.0, 13.0
4, 302.0, 346.0, 9.0, 8.0, 36.0, 9.0
5, 302.0, 426.0, 14.0, 6.0, 28.0, 7.0
6, 266.0, 188.0, 12.0, 6.0, 24.0, 6.0
7, 389.0, 156.0, 24.0, 7.0, 96.0, 24.0
8, 280.0, 272.0, 13.0, 7.0, 52.0, 13.0
9, 358.0, 188.0, 15.0, 9.0, 60.0, 15.0
10, 469.0, 612.0, 44.0, 9.0, 88.0, 22.0
11, 309.0, 823.0, 20.0, 8.0, 80.0, 20.0
12, 411.0, 717.0, 11.0, 7.0, 44.0, 11.0
13, 435.0, 499.0, 11.0, 7.0, 44.0, 11.0
14, 113.0, 595.0, 42.0, 6.0, 84.0, 21.0
15, 32.0, 505.0, 34.0, 9.0, 68.0, 17.0
16, 206.0, 361.0, 16.0, 10.0, 32.0, 8.0
17, 46.0, 63.0, 22.0, 8.0, 88.0, 22.0
