THIS IS AN INSTANCE FOR THE TWO-ECHELON PRODUCTION ROUTING PROBLEM
THIS INSTANCE INCLUDES ONE PRODUCTION PLANT, 4 WAREHOUSES, AND 50 CUSTOMERS.
THIS INSTANCE HAS 3 PERIODS, 1 VEHICLES AT THE PRODUCTION PLANT, AND 1 VEHICLES AT EACH WAREHOUSE.
PLANT VEHICLE CAPACITY: 1687.0
WAREHOUSE VEHICLE CAPACITY: 675.0
PRODUCTION_PLANT, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, UNIT_PRODUCTION_COST, SETUP_COST, PRODUCTION_CAPACITY
0, 59.0, 947.0, 0.0, 3.0, 756.0, 30.0, 3000.0, 1512.0
WAREHOUSE, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY
1, 469.0, 536.0, 0.0, 4.0, 266.0
2, 48.0, 685.0, 0.0, 5.0, 324.0
3, 228.0, 32.0, 0.0, 5.0, 314.0
4, 380.0, 121.0, 0.0, 4.0, 323.0
CUSTOMER, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, DEMAND_AVG
5, 313.0, 319.0, 15.0, 9.0, 45.0, 15.0
6, 406.0, 422.0, 22.0, 7.0, 66.0, 22.0
7, 297.0, 145.0, 25.0, 8.0, 75.0, 25.0
8, 446.0, 343.0, 13.0, 8.0, 39.0, 13.0
9, 274.0, 484.0, 21.0, 10.0, 63.0, 21.0
10, 297.0, 46.0, 8.0, 8.0, 24.0, 8.0
11, 320.0, 237.0, 30.0, 7.0, 45.0, 15.0
12, 460.0, 111.0, 22.0, 7.0, 33.0, 11.0
13, 409.0, 52.0, 32.0, 7.0, 48.0, 16.0
14, 370.0, 237.0, 42.0, 9.0, 63.0, 21.0
15, 346.0, 177.0, 14.0, 9.0, 21.0, 7.0
16, 318.0, 363.0, 44.0, 9.0, 66.0, 22.0
17, 425.0, 84.0, 24.0, 8.0, 36.0, 12.0
18, 236.0, 185.0, 10.0, 10.0, 30.0, 10.0
19, 319.0, 285.0, 48.0, 10.0, 72.0, 24.0
20, 293.0, 74.0, 10.0, 9.0, 30.0, 10.0
21, 264.0, 331.0, 15.0, 8.0, 45.0, 15.0
22, 419.0, 194.0, 14.0, 9.0, 42.0, 14.0
23, 469.0, 457.0, 15.0, 9.0, 45.0, 15.0
24, 431.0, 475.0, 23.0, 10.0, 69.0, 23.0
25, 340.0, 329.0, 44.0, 7.0, 66.0, 22.0
26, 255.0, 171.0, 18.0, 6.0, 27.0, 9.0
27, 439.0, 288.0, 32.0, 7.0, 48.0, 16.0
28, 379.0, 449.0, 10.0, 8.0, 15.0, 5.0
29, 288.0, 400.0, 15.0, 7.0, 45.0, 15.0
30, 462.0, 936.0, 16.0, 8.0, 24.0, 8.0
31, 391.0, 744.0, 36.0, 9.0, 54.0, 18.0
32, 421.0, 797.0, 22.0, 9.0, 66.0, 22.0
33, 380.0, 736.0, 9.0, 8.0, 27.0, 9.0
34, 447.0, 608.0, 9.0, 7.0, 27.0, 9.0
35, 406.0, 929.0, 15.0, 8.0, 45.0, 15.0
36, 329.0, 885.0, 23.0, 7.0, 69.0, 23.0
37, 450.0, 656.0, 18.0, 8.0, 54.0, 18.0
38, 245.0, 884.0, 6.0, 10.0, 18.0, 6.0
39, 466.0, 646.0, 19.0, 9.0, 57.0, 19.0
40, 330.0, 821.0, 22.0, 7.0, 66.0, 22.0
41, 301.0, 616.0, 42.0, 8.0, 63.0, 21.0
42, 271.0, 645.0, 9.0, 9.0, 27.0, 9.0
43, 373.0, 744.0, 16.0, 8.0, 48.0, 16.0
44, 345.0, 773.0, 24.0, 7.0, 72.0, 24.0
45, 129.0, 684.0, 12.0, 10.0, 36.0, 12.0
46, 87.0, 673.0, 6.0, 6.0, 18.0, 6.0
47, 61.0, 886.0, 20.0, 10.0, 30.0, 10.0
48, 53.0, 493.0, 12.0, 8.0, 18.0, 6.0
49, 52.0, 801.0, 11.0, 6.0, 33.0, 11.0
50, 233.0, 206.0, 36.0, 8.0, 54.0, 18.0
51, 114.0, 481.0, 48.0, 10.0, 72.0, 24.0
52, 141.0, 34.0, 40.0, 6.0, 60.0, 20.0
53, 197.0, 350.0, 18.0, 7.0, 27.0, 9.0
54, 177.0, 73.0, 30.0, 8.0, 45.0, 15.0
