THIS IS AN INSTANCE FOR THE TWO-ECHELON PRODUCTION ROUTING PROBLEM
THIS INSTANCE INCLUDES ONE PRODUCTION PLANT, 5 WAREHOUSES, AND 25 CUSTOMERS.
THIS INSTANCE HAS 3 PERIODS, 2 VEHICLES AT THE PRODUCTION PLANT, AND 2 VEHICLES AT EACH WAREHOUSE.
PLANT VEHICLE CAPACITY: 982.0
WAREHOUSE VEHICLE CAPACITY: 393.0
PRODUCTION_PLANT, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, UNIT_PRODUCTION_COST, SETUP_COST, PRODUCTION_CAPACITY
0, 83.0, 844.0, 0.0, 3.0, 359.0, 30.0, 3000.0, 718.0
WAREHOUSE, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY
1, 453.0, 680.0, 0.0, 3.0, 128.0
2, 263.0, 969.0, 0.0, 5.0, 120.0
3, 59.0, 733.0, 0.0, 5.0, 102.0
4, 243.0, 30.0, 0.0, 6.0, 130.0
5, 416.0, 192.0, 0.0, 5.0, 138.0
CUSTOMER, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, DEMAND_AVG
6, 381.0, 74.0, 12.0, 9.0, 84.0, 12.0
7, 340.0, 208.0, 11.0, 8.0, 77.0, 11.0
8, 312.0, 158.0, 18.0, 6.0, 63.0, 9.0
9, 374.0, 459.0, 16.0, 10.0, 56.0, 8.0
10, 278.0, 482.0, 18.0, 7.0, 63.0, 9.0
11, 349.0, 409.0, 30.0, 7.0, 105.0, 15.0
12, 253.0, 133.0, 7.0, 9.0, 49.0, 7.0
13, 250.0, 466.0, 10.0, 6.0, 70.0, 10.0
14, 286.0, 245.0, 32.0, 10.0, 112.0, 16.0
15, 278.0, 90.0, 10.0, 8.0, 70.0, 10.0
16, 299.0, 426.0, 20.0, 8.0, 70.0, 10.0
17, 461.0, 89.0, 28.0, 8.0, 98.0, 14.0
18, 410.0, 909.0, 6.0, 8.0, 42.0, 6.0
19, 380.0, 808.0, 50.0, 9.0, 175.0, 25.0
20, 436.0, 607.0, 19.0, 8.0, 133.0, 19.0
21, 286.0, 516.0, 30.0, 8.0, 105.0, 15.0
22, 444.0, 664.0, 42.0, 8.0, 147.0, 21.0
23, 444.0, 794.0, 23.0, 8.0, 161.0, 23.0
24, 250.0, 836.0, 25.0, 7.0, 175.0, 25.0
25, 184.0, 555.0, 34.0, 7.0, 119.0, 17.0
26, 41.0, 499.0, 42.0, 8.0, 147.0, 21.0
27, 89.0, 582.0, 28.0, 9.0, 98.0, 14.0
28, 183.0, 356.0, 22.0, 10.0, 77.0, 11.0
29, 145.0, 230.0, 16.0, 7.0, 56.0, 8.0
30, 132.0, 120.0, 23.0, 8.0, 161.0, 23.0
