THIS IS AN INSTANCE FOR THE TWO-ECHELON PRODUCTION ROUTING PROBLEM
THIS INSTANCE INCLUDES ONE PRODUCTION PLANT, 5 WAREHOUSES, AND 25 CUSTOMERS.
THIS INSTANCE HAS 3 PERIODS, 1 VEHICLES AT THE PRODUCTION PLANT, AND 1 VEHICLES AT EACH WAREHOUSE.
PLANT VEHICLE CAPACITY: 1890.0
WAREHOUSE VEHICLE CAPACITY: 756.0
PRODUCTION_PLANT, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, UNIT_PRODUCTION_COST, SETUP_COST, PRODUCTION_CAPACITY
0, 48.0, 783.0, 0.0, 3.0, 395.0, 30.0, 3000.0, 790.0
WAREHOUSE, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY
1, 384.0, 873.0, 0.0, 4.0, 149.0
2, 316.0, 948.0, 0.0, 4.0, 116.0
3, 32.0, 567.0, 0.0, 4.0, 126.0
4, 116.0, 127.0, 0.0, 5.0, 146.0
5, 340.0, 71.0, 0.0, 6.0, 114.0
CUSTOMER, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, DEMAND_AVG
6, 322.0, 317.0, 38.0, 8.0, 133.0, 19.0
7, 321.0, 179.0, 48.0, 9.0, 168.0, 24.0
8, 300.0, 89.0, 14.0, 6.0, 49.0, 7.0
9, 271.0, 322.0, 18.0, 9.0, 126.0, 18.0
10, 276.0, 253.0, 20.0, 10.0, 70.0, 10.0
11, 443.0, 70.0, 22.0, 9.0, 154.0, 22.0
12, 368.0, 104.0, 42.0, 7.0, 147.0, 21.0
13, 262.0, 419.0, 16.0, 8.0, 56.0, 8.0
14, 388.0, 478.0, 15.0, 7.0, 105.0, 15.0
15, 307.0, 401.0, 24.0, 7.0, 84.0, 12.0
16, 398.0, 393.0, 14.0, 8.0, 98.0, 14.0
17, 311.0, 40.0, 11.0, 9.0, 77.0, 11.0
18, 274.0, 811.0, 14.0, 8.0, 98.0, 14.0
19, 242.0, 620.0, 14.0, 10.0, 98.0, 14.0
20, 403.0, 652.0, 38.0, 8.0, 133.0, 19.0
21, 379.0, 707.0, 16.0, 9.0, 112.0, 16.0
22, 311.0, 864.0, 14.0, 6.0, 98.0, 14.0
23, 316.0, 724.0, 16.0, 7.0, 112.0, 16.0
24, 447.0, 904.0, 12.0, 9.0, 84.0, 12.0
25, 57.0, 788.0, 23.0, 7.0, 161.0, 23.0
26, 187.0, 944.0, 7.0, 7.0, 49.0, 7.0
27, 109.0, 544.0, 36.0, 8.0, 126.0, 18.0
28, 62.0, 176.0, 48.0, 7.0, 168.0, 24.0
29, 67.0, 232.0, 40.0, 10.0, 140.0, 20.0
30, 183.0, 375.0, 17.0, 8.0, 119.0, 17.0
