THIS IS AN INSTANCE FOR THE TWO-ECHELON PRODUCTION ROUTING PROBLEM
THIS INSTANCE INCLUDES ONE PRODUCTION PLANT, 5 WAREHOUSES, AND 50 CUSTOMERS.
THIS INSTANCE HAS 3 PERIODS, 2 VEHICLES AT THE PRODUCTION PLANT, AND 2 VEHICLES AT EACH WAREHOUSE.
PLANT VEHICLE CAPACITY: 842.0
WAREHOUSE VEHICLE CAPACITY: 337.0
PRODUCTION_PLANT, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, UNIT_PRODUCTION_COST, SETUP_COST, PRODUCTION_CAPACITY
0, 117.0, 850.0, 0.0, 3.0, 743.0, 30.0, 3000.0, 1486.0
WAREHOUSE, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY
1, 393.0, 857.0, 0.0, 3.0, 293.0
2, 279.0, 966.0, 0.0, 4.0, 275.0
3, 41.0, 355.0, 0.0, 4.0, 229.0
4, 306.0, 46.0, 0.0, 4.0, 248.0
5, 353.0, 84.0, 0.0, 4.0, 232.0
CUSTOMER, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, DEMAND_AVG
6, 303.0, 422.0, 16.0, 9.0, 48.0, 16.0
7, 414.0, 157.0, 36.0, 8.0, 54.0, 18.0
8, 288.0, 484.0, 42.0, 9.0, 63.0, 21.0
9, 466.0, 412.0, 20.0, 10.0, 60.0, 20.0
10, 415.0, 42.0, 34.0, 9.0, 51.0, 17.0
11, 408.0, 150.0, 20.0, 10.0, 30.0, 10.0
12, 278.0, 93.0, 18.0, 7.0, 27.0, 9.0
13, 429.0, 80.0, 20.0, 7.0, 60.0, 20.0
14, 278.0, 166.0, 12.0, 8.0, 18.0, 6.0
15, 326.0, 413.0, 25.0, 8.0, 75.0, 25.0
16, 248.0, 424.0, 26.0, 9.0, 39.0, 13.0
17, 371.0, 92.0, 22.0, 7.0, 66.0, 22.0
18, 354.0, 143.0, 44.0, 8.0, 66.0, 22.0
19, 243.0, 275.0, 14.0, 7.0, 21.0, 7.0
20, 363.0, 281.0, 20.0, 6.0, 30.0, 10.0
21, 409.0, 184.0, 32.0, 7.0, 48.0, 16.0
22, 435.0, 358.0, 28.0, 6.0, 42.0, 14.0
23, 337.0, 134.0, 20.0, 8.0, 30.0, 10.0
24, 432.0, 120.0, 14.0, 8.0, 21.0, 7.0
25, 358.0, 425.0, 25.0, 9.0, 75.0, 25.0
26, 268.0, 50.0, 32.0, 8.0, 48.0, 16.0
27, 438.0, 420.0, 42.0, 10.0, 63.0, 21.0
28, 354.0, 278.0, 34.0, 8.0, 51.0, 17.0
29, 362.0, 119.0, 44.0, 6.0, 66.0, 22.0
30, 387.0, 92.0, 25.0, 7.0, 75.0, 25.0
31, 422.0, 650.0, 44.0, 8.0, 66.0, 22.0
32, 241.0, 891.0, 12.0, 7.0, 36.0, 12.0
33, 346.0, 703.0, 9.0, 7.0, 27.0, 9.0
34, 408.0, 568.0, 16.0, 10.0, 48.0, 16.0
35, 388.0, 505.0, 20.0, 8.0, 30.0, 10.0
36, 368.0, 769.0, 22.0, 8.0, 66.0, 22.0
37, 375.0, 557.0, 18.0, 8.0, 27.0, 9.0
38, 435.0, 902.0, 12.0, 7.0, 36.0, 12.0
39, 271.0, 563.0, 18.0, 8.0, 27.0, 9.0
40, 281.0, 555.0, 44.0, 8.0, 66.0, 22.0
41, 369.0, 632.0, 32.0, 10.0, 48.0, 16.0
42, 352.0, 738.0, 16.0, 7.0, 24.0, 8.0
43, 351.0, 584.0, 16.0, 7.0, 24.0, 8.0
44, 377.0, 855.0, 8.0, 9.0, 24.0, 8.0
45, 304.0, 692.0, 13.0, 6.0, 39.0, 13.0
46, 150.0, 505.0, 12.0, 7.0, 36.0, 12.0
47, 56.0, 921.0, 23.0, 7.0, 69.0, 23.0
48, 49.0, 552.0, 21.0, 6.0, 63.0, 21.0
49, 122.0, 770.0, 13.0, 9.0, 39.0, 13.0
50, 84.0, 586.0, 20.0, 7.0, 60.0, 20.0
51, 124.0, 475.0, 9.0, 9.0, 27.0, 9.0
52, 61.0, 357.0, 18.0, 7.0, 27.0, 9.0
53, 98.0, 440.0, 8.0, 8.0, 24.0, 8.0
54, 33.0, 311.0, 18.0, 8.0, 27.0, 9.0
55, 110.0, 239.0, 14.0, 7.0, 42.0, 14.0
