THIS IS AN INSTANCE FOR THE TWO-ECHELON PRODUCTION ROUTING PROBLEM
THIS INSTANCE INCLUDES ONE PRODUCTION PLANT, 5 WAREHOUSES, AND 30 CUSTOMERS.
THIS INSTANCE HAS 3 PERIODS, 1 VEHICLES AT THE PRODUCTION PLANT, AND 1 VEHICLES AT EACH WAREHOUSE.
PLANT VEHICLE CAPACITY: 1125.0
WAREHOUSE VEHICLE CAPACITY: 450.0
PRODUCTION_PLANT, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, UNIT_PRODUCTION_COST, SETUP_COST, PRODUCTION_CAPACITY
0, 76.0, 910.0, 0.0, 3.0, 478.0, 30.0, 3000.0, 956.0
WAREHOUSE, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY
1, 443.0, 724.0, 0.0, 5.0, 175.0
2, 299.0, 958.0, 0.0, 4.0, 146.0
3, 65.0, 246.0, 0.0, 5.0, 175.0
4, 182.0, 53.0, 0.0, 4.0, 165.0
5, 374.0, 112.0, 0.0, 6.0, 176.0
CUSTOMER, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, DEMAND_AVG
6, 312.0, 342.0, 23.0, 7.0, 69.0, 23.0
7, 411.0, 59.0, 18.0, 9.0, 54.0, 18.0
8, 408.0, 398.0, 9.0, 8.0, 27.0, 9.0
9, 272.0, 74.0, 6.0, 7.0, 18.0, 6.0
10, 361.0, 451.0, 20.0, 9.0, 30.0, 10.0
11, 364.0, 232.0, 42.0, 7.0, 63.0, 21.0
12, 349.0, 321.0, 17.0, 9.0, 51.0, 17.0
13, 423.0, 398.0, 50.0, 7.0, 75.0, 25.0
14, 331.0, 262.0, 14.0, 9.0, 42.0, 14.0
15, 402.0, 114.0, 17.0, 10.0, 51.0, 17.0
16, 335.0, 69.0, 26.0, 8.0, 39.0, 13.0
17, 374.0, 88.0, 11.0, 7.0, 33.0, 11.0
18, 342.0, 109.0, 23.0, 9.0, 69.0, 23.0
19, 454.0, 176.0, 32.0, 10.0, 48.0, 16.0
20, 236.0, 224.0, 48.0, 10.0, 72.0, 24.0
21, 246.0, 590.0, 15.0, 8.0, 45.0, 15.0
22, 270.0, 927.0, 12.0, 8.0, 18.0, 6.0
23, 358.0, 597.0, 14.0, 7.0, 21.0, 7.0
24, 343.0, 719.0, 48.0, 9.0, 72.0, 24.0
25, 304.0, 819.0, 17.0, 9.0, 51.0, 17.0
26, 310.0, 588.0, 7.0, 9.0, 21.0, 7.0
27, 242.0, 949.0, 14.0, 9.0, 42.0, 14.0
28, 333.0, 573.0, 40.0, 8.0, 60.0, 20.0
29, 305.0, 768.0, 11.0, 10.0, 33.0, 11.0
30, 184.0, 691.0, 22.0, 9.0, 66.0, 22.0
31, 138.0, 516.0, 20.0, 7.0, 60.0, 20.0
32, 187.0, 514.0, 7.0, 8.0, 21.0, 7.0
33, 162.0, 286.0, 17.0, 8.0, 51.0, 17.0
34, 67.0, 234.0, 24.0, 6.0, 72.0, 24.0
35, 136.0, 285.0, 20.0, 7.0, 60.0, 20.0
