THIS IS AN INSTANCE FOR THE TWO-ECHELON PRODUCTION ROUTING PROBLEM
THIS INSTANCE INCLUDES ONE PRODUCTION PLANT, 4 WAREHOUSES, AND 30 CUSTOMERS.
THIS INSTANCE HAS 6 PERIODS, 2 VEHICLES AT THE PRODUCTION PLANT, AND 2 VEHICLES AT EACH WAREHOUSE.
PLANT VEHICLE CAPACITY: 750.0
WAREHOUSE VEHICLE CAPACITY: 300.0
PRODUCTION_PLANT, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, UNIT_PRODUCTION_COST, SETUP_COST, PRODUCTION_CAPACITY
0, 23.0, 948.0, 0.0, 3.0, 453.0, 30.0, 3000.0, 906.0
WAREHOUSE, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY
1, 456.0, 668.0, 0.0, 5.0, 215.0
2, 108.0, 860.0, 0.0, 5.0, 182.0
3, 107.0, 143.0, 0.0, 3.0, 166.0
4, 338.0, 69.0, 0.0, 4.0, 172.0
CUSTOMER, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, DEMAND_AVG
5, 419.0, 389.0, 11.0, 9.0, 44.0, 11.0
6, 397.0, 191.0, 28.0, 9.0, 56.0, 14.0
7, 322.0, 437.0, 16.0, 6.0, 32.0, 8.0
8, 397.0, 56.0, 14.0, 9.0, 28.0, 7.0
9, 319.0, 61.0, 46.0, 6.0, 92.0, 23.0
10, 257.0, 177.0, 38.0, 9.0, 76.0, 19.0
11, 354.0, 67.0, 30.0, 8.0, 60.0, 15.0
12, 349.0, 336.0, 16.0, 9.0, 64.0, 16.0
13, 252.0, 218.0, 15.0, 8.0, 60.0, 15.0
14, 401.0, 397.0, 48.0, 7.0, 96.0, 24.0
15, 407.0, 50.0, 44.0, 8.0, 88.0, 22.0
16, 316.0, 138.0, 6.0, 9.0, 24.0, 6.0
17, 369.0, 157.0, 13.0, 8.0, 52.0, 13.0
18, 332.0, 51.0, 9.0, 7.0, 36.0, 9.0
19, 355.0, 172.0, 8.0, 10.0, 32.0, 8.0
20, 257.0, 840.0, 25.0, 9.0, 100.0, 25.0
21, 282.0, 617.0, 24.0, 8.0, 96.0, 24.0
22, 340.0, 888.0, 26.0, 10.0, 52.0, 13.0
23, 313.0, 533.0, 48.0, 9.0, 96.0, 24.0
24, 389.0, 770.0, 10.0, 8.0, 40.0, 10.0
25, 274.0, 777.0, 16.0, 10.0, 64.0, 16.0
26, 383.0, 656.0, 9.0, 6.0, 36.0, 9.0
27, 352.0, 669.0, 38.0, 7.0, 76.0, 19.0
28, 294.0, 888.0, 6.0, 7.0, 24.0, 6.0
29, 234.0, 538.0, 5.0, 7.0, 20.0, 5.0
30, 171.0, 835.0, 40.0, 7.0, 80.0, 20.0
31, 156.0, 523.0, 48.0, 9.0, 96.0, 24.0
32, 62.0, 32.0, 34.0, 6.0, 68.0, 17.0
33, 156.0, 86.0, 10.0, 8.0, 40.0, 10.0
34, 147.0, 346.0, 21.0, 8.0, 84.0, 21.0
