THIS IS AN INSTANCE FOR THE TWO-ECHELON PRODUCTION ROUTING PROBLEM
THIS INSTANCE INCLUDES ONE PRODUCTION PLANT, 4 WAREHOUSES, AND 50 CUSTOMERS.
THIS INSTANCE HAS 6 PERIODS, 1 VEHICLES AT THE PRODUCTION PLANT, AND 1 VEHICLES AT EACH WAREHOUSE.
PLANT VEHICLE CAPACITY: 1687.0
WAREHOUSE VEHICLE CAPACITY: 675.0
PRODUCTION_PLANT, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, UNIT_PRODUCTION_COST, SETUP_COST, PRODUCTION_CAPACITY
0, 51.0, 934.0, 0.0, 3.0, 714.0, 30.0, 3000.0, 1428.0
WAREHOUSE, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY
1, 419.0, 801.0, 0.0, 5.0, 255.0
2, 38.0, 627.0, 0.0, 6.0, 339.0
3, 35.0, 398.0, 0.0, 6.0, 341.0
4, 444.0, 277.0, 0.0, 4.0, 253.0
CUSTOMER, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, DEMAND_AVG
5, 373.0, 118.0, 50.0, 7.0, 75.0, 25.0
6, 458.0, 244.0, 30.0, 10.0, 45.0, 15.0
7, 313.0, 83.0, 32.0, 7.0, 48.0, 16.0
8, 292.0, 344.0, 40.0, 7.0, 60.0, 20.0
9, 346.0, 471.0, 16.0, 8.0, 24.0, 8.0
10, 275.0, 88.0, 38.0, 8.0, 57.0, 19.0
11, 237.0, 276.0, 18.0, 10.0, 54.0, 18.0
12, 384.0, 144.0, 20.0, 9.0, 60.0, 20.0
13, 295.0, 259.0, 8.0, 8.0, 24.0, 8.0
14, 248.0, 181.0, 8.0, 8.0, 24.0, 8.0
15, 293.0, 56.0, 48.0, 6.0, 72.0, 24.0
16, 254.0, 118.0, 10.0, 8.0, 30.0, 10.0
17, 397.0, 284.0, 23.0, 6.0, 69.0, 23.0
18, 444.0, 187.0, 12.0, 7.0, 18.0, 6.0
19, 337.0, 448.0, 14.0, 7.0, 21.0, 7.0
20, 446.0, 121.0, 42.0, 7.0, 63.0, 21.0
21, 407.0, 80.0, 14.0, 8.0, 42.0, 14.0
22, 237.0, 203.0, 50.0, 9.0, 75.0, 25.0
23, 433.0, 244.0, 11.0, 8.0, 33.0, 11.0
24, 342.0, 166.0, 18.0, 8.0, 27.0, 9.0
25, 372.0, 175.0, 28.0, 8.0, 42.0, 14.0
26, 343.0, 318.0, 19.0, 9.0, 57.0, 19.0
27, 322.0, 148.0, 44.0, 6.0, 66.0, 22.0
28, 327.0, 451.0, 16.0, 9.0, 48.0, 16.0
29, 291.0, 139.0, 10.0, 9.0, 30.0, 10.0
30, 240.0, 888.0, 22.0, 8.0, 33.0, 11.0
31, 277.0, 540.0, 20.0, 8.0, 30.0, 10.0
32, 361.0, 700.0, 17.0, 8.0, 51.0, 17.0
33, 300.0, 640.0, 30.0, 8.0, 45.0, 15.0
34, 439.0, 886.0, 20.0, 8.0, 60.0, 20.0
35, 430.0, 893.0, 9.0, 8.0, 27.0, 9.0
36, 372.0, 520.0, 8.0, 7.0, 24.0, 8.0
37, 458.0, 646.0, 16.0, 9.0, 24.0, 8.0
38, 334.0, 765.0, 5.0, 9.0, 15.0, 5.0
39, 424.0, 492.0, 28.0, 7.0, 42.0, 14.0
40, 311.0, 807.0, 18.0, 8.0, 27.0, 9.0
41, 403.0, 756.0, 38.0, 8.0, 57.0, 19.0
42, 431.0, 495.0, 36.0, 7.0, 54.0, 18.0
43, 332.0, 554.0, 8.0, 7.0, 24.0, 8.0
44, 329.0, 623.0, 14.0, 7.0, 42.0, 14.0
45, 122.0, 887.0, 16.0, 6.0, 48.0, 16.0
46, 182.0, 906.0, 26.0, 9.0, 39.0, 13.0
47, 34.0, 669.0, 42.0, 10.0, 63.0, 21.0
48, 233.0, 914.0, 8.0, 8.0, 24.0, 8.0
49, 157.0, 510.0, 38.0, 7.0, 57.0, 19.0
50, 147.0, 366.0, 7.0, 9.0, 21.0, 7.0
51, 78.0, 102.0, 10.0, 7.0, 30.0, 10.0
52, 158.0, 197.0, 16.0, 6.0, 24.0, 8.0
53, 235.0, 431.0, 34.0, 10.0, 51.0, 17.0
54, 216.0, 316.0, 44.0, 6.0, 66.0, 22.0
