THIS IS AN INSTANCE FOR THE STOCHASTIC TWO-ECHELON PRODUCTION ROUTING PROBLEM
THIS INSTANCE INCLUDES ONE PRODUCTION PLANT, 3 WAREHOUSES, AND 50 CUSTOMERS.
THIS INSTANCE HAS 6 PERIODS, 2 VEHICLES AT THE PRODUCTION PLANT, AND 2 VEHICLES AT EACH WAREHOUSE.
PLANT VEHICLE CAPACITY: 414.0
WAREHOUSE VEHICLE CAPACITY: 138.0
PRODUCTION_PLANT, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, UNIT_PRODUCTION_COST, SETUP_COST, PRODUCTION_CAPACITY
0, 715.0, 495.0, 0.0, 3.0, 761.0, 30.0, 3000.0, 1522.0
WAREHOUSE, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY
1, 466.0, 1782.0, 0.0, 4.0, 323.0
2, 1216.0, 383.0, 0.0, 3.0, 436.0
3, 2260.0, 1951.0, 0.0, 3.0, 249.0
CUSTOMER, COORD_X, COORD_Y, INITIAL_INVENTORY, UNIT_HOLDING_COST, INVENTORY_CAPACITY, DEMAND_AVG
4, 445.0, 795.0, 10.0, 6.0, 20.0, 10.0
5, 380.0, 1570.0, 30.0, 9.0, 45.0, 15.0
6, 1425.0, 315.0, 30.0, 7.0, 45.0, 15.0
7, 2005.0, 1625.0, 7.0, 8.0, 14.0, 7.0
8, 80.0, 1550.0, 26.0, 6.0, 39.0, 13.0
9, 1335.0, 2005.0, 80.0, 6.0, 96.0, 16.0
10, 1245.0, 615.0, 110.0, 8.0, 132.0, 22.0
11, 2385.0, 1190.0, 13.0, 8.0, 26.0, 13.0
12, 1870.0, 970.0, 95.0, 9.0, 114.0, 19.0
13, 1385.0, 505.0, 88.0, 7.0, 110.0, 22.0
14, 2225.0, 70.0, 76.0, 8.0, 95.0, 19.0
15, 1560.0, 2250.0, 42.0, 9.0, 63.0, 21.0
16, 2105.0, 1065.0, 95.0, 6.0, 114.0, 19.0
17, 395.0, 355.0, 38.0, 6.0, 57.0, 19.0
18, 530.0, 2365.0, 10.0, 8.0, 15.0, 5.0
19, 1785.0, 1025.0, 22.0, 8.0, 44.0, 22.0
20, 325.0, 325.0, 75.0, 6.0, 90.0, 15.0
21, 225.0, 2210.0, 14.0, 7.0, 28.0, 14.0
22, 685.0, 230.0, 24.0, 6.0, 30.0, 6.0
23, 5.0, 405.0, 38.0, 7.0, 57.0, 19.0
24, 1035.0, 175.0, 28.0, 8.0, 42.0, 14.0
25, 65.0, 910.0, 90.0, 8.0, 108.0, 18.0
26, 1770.0, 630.0, 72.0, 9.0, 90.0, 18.0
27, 2340.0, 335.0, 16.0, 9.0, 24.0, 8.0
28, 595.0, 1955.0, 115.0, 8.0, 138.0, 23.0
29, 450.0, 1135.0, 22.0, 6.0, 44.0, 22.0
30, 790.0, 870.0, 110.0, 8.0, 132.0, 22.0
31, 2215.0, 1130.0, 75.0, 7.0, 90.0, 15.0
32, 1630.0, 2020.0, 35.0, 8.0, 42.0, 7.0
33, 375.0, 2325.0, 14.0, 9.0, 28.0, 14.0
34, 1700.0, 1625.0, 24.0, 9.0, 48.0, 24.0
35, 960.0, 535.0, 36.0, 7.0, 45.0, 9.0
36, 965.0, 1695.0, 65.0, 6.0, 78.0, 13.0
37, 1245.0, 2270.0, 44.0, 8.0, 55.0, 11.0
38, 365.0, 625.0, 60.0, 7.0, 75.0, 15.0
39, 1465.0, 2150.0, 88.0, 8.0, 110.0, 22.0
40, 2110.0, 1175.0, 65.0, 9.0, 78.0, 13.0
41, 1475.0, 1260.0, 70.0, 9.0, 84.0, 14.0
42, 2385.0, 1500.0, 21.0, 7.0, 42.0, 21.0
43, 1390.0, 2040.0, 24.0, 6.0, 36.0, 12.0
44, 370.0, 1885.0, 18.0, 9.0, 27.0, 9.0
45, 2455.0, 1155.0, 96.0, 8.0, 120.0, 24.0
46, 1020.0, 2375.0, 32.0, 9.0, 40.0, 8.0
47, 350.0, 1580.0, 85.0, 8.0, 102.0, 17.0
48, 1410.0, 1095.0, 34.0, 6.0, 51.0, 17.0
49, 630.0, 2060.0, 25.0, 8.0, 30.0, 5.0
50, 1220.0, 1720.0, 10.0, 9.0, 15.0, 5.0
51, 1160.0, 1755.0, 40.0, 7.0, 60.0, 20.0
52, 2400.0, 2465.0, 76.0, 7.0, 95.0, 19.0
53, 315.0, 2385.0, 22.0, 9.0, 33.0, 11.0
